# Frequency [GHz]	 	DipolX [Ohm/m]	  	DipolY [Ohm/m]	 	QuadX [Ohm/m]	 	QuadY [Ohm/m]
 (0.00067300000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00067400000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00067500000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00067600000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00067700000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00067800000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00067900000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00068000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00068100000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00068200000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00068300000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00068400000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00068500000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00068600000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00068700000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00068800000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00068900000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00069000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00069100000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00069200000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00069300000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00069400000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00069500000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00069600000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00069700000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00069800000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00069900000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00070000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00070100000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00070200000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00070300000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00070400000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00070500000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00070600000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00070700000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00070800000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00070900000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00071000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00071100000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00071200000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00071300000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00071400000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00071500000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00071600000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00071700000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00071800000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00071900000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00072000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00072100000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00072200000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00072300000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00072400000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00072500000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00072600000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00072700000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00072800000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00072900000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00073000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00073100000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00073200000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00073300000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00073400000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00073500000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00073600000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00073700000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00073800000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00073900000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00074000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00074100000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00074200000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00074300000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00074400000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00074500000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00074600000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00074700000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00074800000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00074900000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00075000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00075100000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00075200000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00075300000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00075400000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00075500000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00075600000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00075700000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00075800000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00075900000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00076000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00076100000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00076200000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00076300000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00076400000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00076500000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00076600000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00076700000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00076800000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00076900000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00077000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00077100000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00077200000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00077300000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00077400000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00077500000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00077600000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00077700000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00077800000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00077900000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00078000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00078100000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00078200000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00078300000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00078400000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00078500000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00078600000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00078700000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00078800000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00078900000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00079000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00079100000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00079200000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00079300000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00079400000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00079500000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00079600000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00079700000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00079800000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00079900000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00080000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00080100000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00080200000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00080300000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00080400000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00080500000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00080600000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00080700000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00080800000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
